customer_key,customer_id,name,email,city,signup_date
5885,888,Customer 888,customer888@example.com,Depok,2023-07-05
5886,996,Customer 996,customer996@example.com,Yogyakarta,2023-10-09
5887,997,Customer 997,customer997@example.com,Jakarta,2023-03-18
5888,998,Customer 998,customer998@example.com,Yogyakarta,2024-01-08
5889,999,Customer 999,customer999@example.com,Semarang,2024-11-26
5890,1000,Customer 1000,customer1000@example.com,Depok,2023-02-01
5891,115,Customer 115,customer115@example.com,Medan,2024-08-13
5892,116,Customer 116,customer116@example.com,Surabaya,2023-09-06
5893,117,Customer 117,customer117@example.com,Surabaya,2024-02-21
5894,118,Customer 118,customer118@example.com,Tangerang,2023-04-07
5895,119,Customer 119,customer119@example.com,Bogor,2024-11-05
5896,120,Customer 120,customer120@example.com,Yogyakarta,2023-12-29
5897,121,Customer 121,customer121@example.com,Yogyakarta,2024-02-25
5898,122,Customer 122,customer122@example.com,Surabaya,2023-02-25
5899,123,Customer 123,customer123@example.com,Bogor,2023-03-04
5900,124,Customer 124,customer124@example.com,Yogyakarta,2023-12-14
5901,125,Customer 125,customer125@example.com,Bogor,2023-09-12
5902,126,Customer 126,customer126@example.com,Tangerang,2023-07-14
5903,127,Customer 127,customer127@example.com,Semarang,2024-04-04
5904,128,Customer 128,customer128@example.com,Depok,2024-03-08
5905,129,Customer 129,customer129@example.com,Depok,2023-10-13
5906,130,Customer 130,customer130@example.com,Surabaya,2023-09-13
5907,131,Customer 131,customer131@example.com,Bogor,2024-03-29
5908,132,Customer 132,customer132@example.com,Semarang,2023-04-11
5909,133,Customer 133,customer133@example.com,Jakarta,2024-10-29
5910,134,Customer 134,customer134@example.com,Semarang,2023-01-16
5911,135,Customer 135,customer135@example.com,Bogor,2023-08-31
5912,136,Customer 136,customer136@example.com,Depok,2024-02-21
5913,137,Customer 137,customer137@example.com,Surabaya,2024-05-07
5914,138,Customer 138,customer138@example.com,Tangerang,2024-02-15
5915,139,Customer 139,customer139@example.com,Jakarta,2023-06-18
5916,140,Customer 140,customer140@example.com,Yogyakarta,2023-01-03
5917,141,Customer 141,customer141@example.com,Yogyakarta,2023-09-29
5918,142,Customer 142,customer142@example.com,Surabaya,2023-10-20
5919,143,Customer 143,customer143@example.com,Yogyakarta,2024-12-14
5920,144,Customer 144,customer144@example.com,Semarang,2024-11-08
5921,145,Customer 145,customer145@example.com,Surabaya,2023-06-08
5922,146,Customer 146,customer146@example.com,Tangerang,2023-10-31
5923,147,Customer 147,customer147@example.com,Tangerang,2023-03-01
5924,148,Customer 148,customer148@example.com,Medan,2024-07-09
5925,149,Customer 149,customer149@example.com,Jakarta,2023-11-18
5926,150,Customer 150,customer150@example.com,Jakarta,2023-02-21
5927,151,Customer 151,customer151@example.com,Medan,2024-05-03
5928,152,Customer 152,customer152@example.com,Semarang,2024-06-27
5929,153,Customer 153,customer153@example.com,Depok,2023-02-28
5930,154,Customer 154,customer154@example.com,Semarang,2023-03-24
5931,155,Customer 155,customer155@example.com,Depok,2023-03-12
5932,156,Customer 156,customer156@example.com,Medan,2023-03-11
5933,157,Customer 157,customer157@example.com,Tangerang,2024-02-18
5934,158,Customer 158,customer158@example.com,Bogor,2024-08-06
5935,159,Customer 159,customer159@example.com,Tangerang,2024-08-15
5936,160,Customer 160,customer160@example.com,Medan,2023-02-10
5937,161,Customer 161,customer161@example.com,Medan,2023-03-25
5938,162,Customer 162,customer162@example.com,Yogyakarta,2024-11-04
5939,163,Customer 163,customer163@example.com,Medan,2024-08-01
5940,164,Customer 164,customer164@example.com,Semarang,2023-11-20
5941,165,Customer 165,customer165@example.com,Bekasi,2023-07-29
5942,166,Customer 166,customer166@example.com,Bandung,2023-09-02
5943,167,Customer 167,customer167@example.com,Bekasi,2024-02-10
5944,168,Customer 168,customer168@example.com,Depok,2024-11-18
5945,169,Customer 169,customer169@example.com,Bekasi,2024-04-13
5946,170,Customer 170,customer170@example.com,Bandung,2023-03-16
5947,171,Customer 171,customer171@example.com,Jakarta,2024-04-14
5948,172,Customer 172,customer172@example.com,Medan,2024-07-30
5949,173,Customer 173,customer173@example.com,Bogor,2023-03-17
5950,174,Customer 174,customer174@example.com,Semarang,2023-08-07
5951,175,Customer 175,customer175@example.com,Semarang,2023-09-29
5952,176,Customer 176,customer176@example.com,Depok,2023-12-24
5953,177,Customer 177,customer177@example.com,Bogor,2023-09-08
5954,178,Customer 178,customer178@example.com,Bandung,2023-10-19
5955,179,Customer 179,customer179@example.com,Depok,2024-03-24
5956,180,Customer 180,customer180@example.com,Semarang,2024-12-21
5957,181,Customer 181,customer181@example.com,Bekasi,2024-09-18
5958,182,Customer 182,customer182@example.com,Semarang,2023-01-09
5959,183,Customer 183,customer183@example.com,Semarang,2023-11-03
5960,184,Customer 184,customer184@example.com,Bogor,2023-05-18
5961,185,Customer 185,customer185@example.com,Bekasi,2023-04-29
5962,186,Customer 186,customer186@example.com,Bogor,2024-07-20
5963,187,Customer 187,customer187@example.com,Depok,2023-10-06
5964,188,Customer 188,customer188@example.com,Bekasi,2024-09-11
5965,189,Customer 189,customer189@example.com,Tangerang,2023-12-18
5966,190,Customer 190,customer190@example.com,Tangerang,2024-12-04
5967,191,Customer 191,customer191@example.com,Bekasi,2024-06-01
5968,192,Customer 192,customer192@example.com,Surabaya,2023-09-15
5969,193,Customer 193,customer193@example.com,Jakarta,2023-04-05
5970,194,Customer 194,customer194@example.com,Yogyakarta,2023-10-11
5971,195,Customer 195,customer195@example.com,Jakarta,2023-01-04
5972,196,Customer 196,customer196@example.com,Bandung,2023-05-14
5973,197,Customer 197,customer197@example.com,Bekasi,2023-06-15
5974,198,Customer 198,customer198@example.com,Surabaya,2024-07-18
5975,199,Customer 199,customer199@example.com,Yogyakarta,2024-07-28
5976,200,Customer 200,customer200@example.com,Jakarta,2023-04-25
5977,201,Customer 201,customer201@example.com,Bogor,2024-12-08
5978,202,Customer 202,customer202@example.com,Depok,2024-07-12
5979,203,Customer 203,customer203@example.com,Jakarta,2024-01-14
5980,204,Customer 204,customer204@example.com,Medan,2024-07-19
5981,205,Customer 205,customer205@example.com,Depok,2024-03-16
5982,206,Customer 206,customer206@example.com,Depok,2023-02-12
5983,207,Customer 207,customer207@example.com,Bekasi,2024-01-09
5984,208,Customer 208,customer208@example.com,Jakarta,2024-01-02
5985,209,Customer 209,customer209@example.com,Tangerang,2024-11-29
5986,210,Customer 210,customer210@example.com,Tangerang,2024-11-13
5987,211,Customer 211,customer211@example.com,Bogor,2023-12-29
5988,212,Customer 212,customer212@example.com,Semarang,2024-02-21
5989,213,Customer 213,customer213@example.com,Medan,2023-06-08
5990,214,Customer 214,customer214@example.com,Tangerang,2023-06-16
5991,215,Customer 215,customer215@example.com,Depok,2024-02-27
5992,216,Customer 216,customer216@example.com,Jakarta,2023-07-03
5993,217,Customer 217,customer217@example.com,Bandung,2024-02-26
5994,218,Customer 218,customer218@example.com,Tangerang,2023-10-01
5995,219,Customer 219,customer219@example.com,Depok,2024-12-19
5996,220,Customer 220,customer220@example.com,Bogor,2024-01-27
5997,221,Customer 221,customer221@example.com,Jakarta,2024-04-26
5998,222,Customer 222,customer222@example.com,Tangerang,2023-07-24
5999,223,Customer 223,customer223@example.com,Surabaya,2023-12-25
6000,224,Customer 224,customer224@example.com,Bekasi,2023-08-22
